StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
8779,6.9,0,1,0,79,4.8,1,0,62,67,0
58,8.4,2,2,2,81,4.6,1,1,77,82,1
7243,8.6,1,3,2,88,4.8,1,1,79,88,1
4386,7.9,2,3,2,79,4.1,0,1,76,87,0
2985,8.3,1,2,2,83,4.2,1,1,55,88,1
28,8.3,1,1,1,81,4.5,1,1,64,65,0
4408,6.6,0,1,0,78,4.8,0,0,62,72,0
9878,7.5,2,3,2,87,4.7,1,1,86,83,1
2677,6.5,0,1,0,72,4.6,0,0,79,58,0
8546,6.5,2,3,2,84,4.5,1,0,81,68,0
5263,6.5,1,1,1,64,4.1,0,1,59,76,0
5842,8.7,2,3,2,89,4.7,1,1,70,63,1
7022,8.1,2,3,2,81,4.5,1,1,76,71,1
3249,8.1,2,1,1,90,4.4,0,0,70,84,1
5668,6.5,1,3,1,79,4.2,1,1,56,65,0
3885,7.8,1,2,2,90,4.8,1,1,74,84,1
7664,8.5,1,2,0,81,4.4,1,1,79,75,1
296,8.6,1,1,2,84,4.3,1,1,57,82,1
3162,7.3,0,3,0,83,4.3,1,0,73,74,0
2581,8.0,0,1,1,67,4.1,1,1,62,61,1
3871,7.6,1,1,0,68,3.6,0,0,56,65,0
9211,6.7,1,1,0,81,4.5,0,1,65,61,0
4405,8.0,2,3,2,90,4.3,0,1,67,86,1
6953,6.7,2,3,0,76,4.2,0,1,78,85,0
649,7.6,1,2,0,79,4.3,1,1,79,69,1
1371,8.1,2,3,2,83,4.4,1,1,90,81,1
9856,8.5,1,2,1,80,4.0,1,1,75,67,0
6993,7.9,1,2,1,68,4.0,0,1,71,68,0
5533,7.5,1,2,1,72,4.5,1,1,78,81,0
9621,8.0,0,3,2,90,4.8,1,1,74,71,1
5709,8.2,2,3,3,90,4.5,1,1,80,86,0
4210,6.5,1,1,0,74,4.6,0,0,58,67,0
682,8.1,2,2,0,71,4.4,1,1,78,83,1
435,7.8,1,3,0,81,4.3,0,0,64,70,0
9310,6.7,1,1,0,60,3.7,0,0,55,63,0
4825,6.5,1,2,2,88,4.7,1,1,77,69,1
9762,7.9,1,3,0,81,4.5,1,1,66,74,0
3160,6.5,0,1,0,70,4.2,1,0,64,81,0
1490,7.6,1,2,0,74,4.2,1,1,55,81,0
2988,8.6,2,3,2,88,4.5,1,1,82,85,0
813,7.1,1,2,0,70,4.0,0,0,57,72,0
1883,7.7,1,1,1,78,3.3,0,0,55,74,0
9268,8.4,2,3,2,85,4.5,1,1,89,79,1
4937,7.5,1,1,0,60,3.7,0,1,55,74,0
9936,7.8,1,2,0,80,4.8,1,1,86,83,1
1941,7.6,1,1,0,66,4.1,0,1,58,69,0
3297,8.3,1,3,2,85,4.2,1,1,73,83,1
3535,7.4,0,1,1,76,4.3,0,1,55,62,0
4526,8.2,1,2,2,89,4.3,1,0,79,80,1
3730,7.4,2,3,0,78,4.8,1,1,78,71,1
7016,7.8,1,1,1,76,3.8,0,1,55,66,0
1613,7.7,2,3,2,86,4.4,1,1,71,74,1
1182,6.5,1,1,0,81,4.3,0,1,55,63,0
1376,6.7,1,2,3,69,4.6,1,0,72,69,0
9225,7.7,2,3,1,90,4.8,1,1,80,87,0
3947,7.5,1,2,0,82,3.7,0,0,73,84,0
7211,8.1,1,3,2,90,4.8,1,1,85,82,1
5212,7.5,1,1,2,84,4.8,1,0,83,81,0
64,6.6,1,2,1,72,4.1,0,0,55,75,0
627,7.4,1,1,2,80,4.3,1,1,55,66,0
4422,6.5,1,2,1,74,4.6,1,1,62,72,0
1670,6.7,1,1,1,75,4.3,0,1,65,67,0
2113,8.7,0,3,1,88,4.8,1,0,77,82,1
5805,7.6,1,3,1,65,3.7,0,0,56,59,0
9764,7.7,2,1,3,77,3.9,1,1,65,86,0
4033,8.4,1,1,1,73,4.5,0,0,63,60,0
6546,8.4,0,2,1,70,4.0,1,0,75,64,0
7949,7.6,1,2,0,88,4.8,1,1,62,80,0
85,7.6,0,2,0,86,4.8,1,1,57,72,1
9181,7.6,0,1,0,82,3.8,0,0,80,70,0
1463,8.2,2,3,2,90,4.8,1,1,75,85,0
2284,7.6,1,1,1,70,4.5,0,0,62,71,0
2888,6.5,1,2,0,68,4.4,0,1,72,70,1
5835,7.9,2,3,2,80,4.4,1,1,84,81,1
685,7.0,1,2,0,67,4.3,0,1,69,69,0
4470,8.1,2,3,2,84,4.6,1,1,83,88,1
419,7.5,1,1,0,67,4.2,1,1,57,70,1
5229,7.1,1,1,1,72,3.2,0,0,58,64,0
4254,8.2,1,3,2,87,4.6,1,1,78,82,1
2710,7.9,2,3,2,90,4.8,1,1,81,87,1
2358,8.1,2,2,1,90,4.7,1,1,68,88,1
8060,6.5,0,2,0,80,4.2,0,0,57,71,0
1367,7.6,1,2,0,79,4.1,0,1,55,72,0
6278,8.0,0,3,1,83,3.7,0,1,59,81,0
3917,7.6,2,2,1,73,4.7,0,0,59,62,0
294,7.7,2,3,2,78,4.6,1,1,78,83,0
2640,8.4,2,3,2,90,4.8,1,1,85,78,1
9459,7.7,0,2,0,74,4.5,1,1,60,66,0
1507,6.5,0,1,0,75,3.7,0,1,63,67,0
9038,8.8,1,3,2,89,4.5,1,1,73,85,1
7394,7.7,0,1,0,83,4.7,1,1,78,84,0
1635,8.1,2,3,2,90,4.7,1,1,81,83,1
2458,8.1,0,2,3,72,3.2,1,1,73,83,1
9892,7.7,1,3,1,72,4.5,1,1,67,85,1
5559,7.8,0,2,1,79,4.7,0,1,56,72,0
9752,7.7,1,1,0,82,4.6,1,0,55,84,0
2301,8.8,0,3,0,82,4.8,1,1,63,78,1
4538,7.5,1,1,0,75,4.4,0,0,68,69,0
2939,7.9,0,1,1,73,4.1,0,1,79,80,0
1564,7.5,1,1,1,60,3.5,0,1,58,66,0
5690,8.2,2,1,1,90,4.0,0,1,55,66,0
8659,7.9,1,3,3,83,4.7,1,1,69,81,1
7518,6.5,1,2,0,81,4.1,1,1,56,81,0
1980,8.3,2,3,0,88,4.8,1,1,82,72,0
1884,7.4,1,1,0,69,4.4,0,0,57,66,0
3804,8.5,2,2,2,89,4.8,1,1,68,83,1
439,8.2,1,1,0,76,4.2,0,1,55,62,0
4636,7.8,2,2,2,89,4.7,1,1,82,80,1
4529,8.4,2,1,1,78,3.9,1,1,57,62,0
4333,7.5,1,2,2,82,4.8,1,1,74,86,0
3574,8.5,2,3,2,90,4.7,1,1,85,82,1
8742,7.7,1,1,1,64,4.5,0,0,55,65,0
8912,6.8,1,1,1,71,4.3,0,1,55,62,0
4818,6.6,1,1,1,80,3.5,0,0,70,72,0
6436,6.5,1,1,1,73,3.4,0,0,55,65,0
2987,7.4,1,1,0,77,4.2,0,1,55,70,0
7839,7.4,1,3,2,90,4.0,1,1,71,83,1
705,8.4,2,3,2,90,4.7,1,1,76,84,1
2281,8.3,0,3,2,74,4.1,1,1,70,84,0
8735,6.5,1,3,0,81,3.8,0,1,63,57,0
4148,8.0,2,3,2,87,4.4,1,1,83,84,0
5413,8.4,1,2,0,85,4.4,1,1,79,86,1
374,7.6,1,2,0,64,4.5,0,1,62,63,0
6406,7.7,1,2,2,78,4.2,1,1,69,76,1
9224,6.5,0,2,2,81,4.6,1,1,79,69,1
2586,6.6,1,1,0,60,4.2,0,1,62,67,0
1333,8.8,2,3,2,90,4.8,1,1,77,85,1
9573,7.8,0,2,0,86,4.3,0,1,56,73,0
5283,8.1,1,3,0,88,4.5,1,1,78,83,1
9132,7.6,2,3,0,76,4.8,1,1,71,85,0
8316,7.6,1,2,1,74,4.7,0,1,77,85,0
9810,8.0,2,3,2,90,4.8,1,1,84,83,1
1785,7.4,1,1,0,77,4.3,0,1,56,69,0
3183,8.4,0,2,3,82,4.4,1,1,77,88,1
495,7.4,1,1,0,89,4.4,0,1,58,73,0
7364,7.5,1,1,1,66,4.1,0,1,56,69,0
2861,8.4,2,3,0,90,4.8,1,1,70,88,1
7930,8.5,1,2,2,77,4.3,1,1,80,77,1
4042,7.9,2,1,0,71,4.7,0,1,77,86,0
7179,7.5,1,2,1,76,4.1,1,1,55,62,0
2898,7.6,1,1,1,75,4.1,0,0,55,70,0
367,8.7,1,2,0,84,4.4,1,1,65,88,1
850,8.3,2,1,0,86,4.8,1,0,74,86,0
7441,7.2,1,1,0,69,4.1,1,0,64,73,0
9455,8.4,2,3,2,86,4.3,1,1,76,84,0
4302,8.5,1,0,0,81,4.1,0,0,57,71,0
2654,7.3,1,1,1,67,3.4,0,0,55,68,0
3504,7.6,1,1,0,65,3.1,0,0,58,69,0
1542,7.6,1,1,2,81,4.2,1,1,86,81,0
4166,7.6,1,2,2,75,3.8,1,1,75,63,0
8867,8.3,1,3,2,88,4.6,1,1,77,88,1
323,7.9,2,1,0,71,4.8,0,1,56,66,0
2032,8.4,1,3,0,87,4.1,1,0,55,84,0
814,7.9,1,1,1,86,4.3,0,1,55,70,0
8940,8.3,0,3,2,82,4.8,1,1,73,79,1
9376,7.7,1,1,1,74,3.7,0,1,57,74,0
1080,8.4,1,2,2,77,4.5,0,1,55,85,0
2227,8.4,1,3,2,81,4.3,0,1,74,66,1
9137,8.0,2,3,0,90,4.4,1,1,78,85,1
9532,8.1,1,3,2,90,4.8,1,1,90,85,1
2706,8.6,2,3,2,90,4.7,1,1,85,82,1
6825,8.0,1,1,2,83,4.4,1,0,71,74,0
7557,7.6,0,2,1,77,4.7,1,1,76,65,0
1165,6.5,1,1,0,67,3.8,0,1,55,71,0
3262,7.1,0,1,0,69,4.2,0,1,57,71,1
4688,7.6,1,1,0,60,4.2,0,1,73,65,0
1451,6.9,0,3,0,81,4.2,0,1,83,85,1
3863,7.6,0,1,0,85,4.1,0,0,61,68,0
6104,7.6,2,3,2,90,4.4,1,1,77,83,1
9216,7.6,0,1,0,78,4.3,1,1,76,77,1
7121,8.2,2,3,2,90,4.8,1,1,86,76,1
6399,7.7,2,2,0,71,4.3,1,1,79,81,1
9589,8.2,2,3,0,83,4.5,1,1,77,83,1
6215,8.6,1,2,2,73,4.8,1,0,76,82,1
9646,8.5,1,3,2,90,4.3,1,1,71,85,1
5337,8.0,1,3,0,77,4.7,1,1,60,85,1
4057,8.6,1,2,0,72,4.4,0,1,76,57,0
9512,8.2,1,3,1,83,4.8,1,1,80,74,1
3000,7.6,0,3,0,90,4.7,0,1,73,77,0
9025,6.8,1,1,0,73,3.1,0,1,72,66,0
1232,7.7,0,3,2,90,4.8,1,1,76,84,1
1515,7.5,1,1,0,65,3.8,0,1,55,74,0
2314,8.2,1,3,0,77,4.3,0,0,55,73,0
1452,7.5,1,2,0,80,4.1,1,1,55,82,1
5268,8.2,2,3,2,90,4.8,1,1,83,87,1
6132,8.7,1,3,1,90,4.0,1,1,81,80,1
8532,7.5,0,2,0,80,3.8,1,1,77,69,0
6465,7.4,1,1,0,70,3.1,0,0,68,64,0
839,6.5,1,2,0,69,3.4,0,0,56,71,0
9916,6.6,0,1,0,74,4.3,1,0,80,82,1
8262,8.5,2,3,3,90,4.7,1,1,80,80,1
6415,7.9,2,3,2,90,4.3,1,1,83,84,1
8505,8.3,2,2,2,73,3.9,1,1,86,71,0
3568,8.1,2,3,0,86,3.5,1,1,75,83,1
9265,6.9,2,3,0,78,4.2,1,1,72,86,1
3088,6.6,0,2,2,77,4.2,0,1,55,66,0
8644,6.5,1,1,0,74,4.7,1,1,82,78,0
1715,8.1,2,3,2,86,4.5,1,0,81,83,0
340,8.4,0,3,2,85,4.6,1,1,90,79,0
9564,7.3,1,2,2,82,4.2,0,0,70,65,0
5943,7.9,1,1,0,85,4.7,0,1,56,67,0
9870,8.5,0,3,1,85,3.8,1,1,73,84,1
8103,8.5,2,3,1,86,4.5,1,1,75,81,1
8489,7.8,1,1,0,73,4.6,0,1,64,69,0
589,7.5,1,3,1,90,4.8,1,1,74,85,1
3366,8.4,2,2,2,83,4.5,1,1,84,86,1
2671,6.8,1,1,0,82,4.2,0,0,59,72,0
3590,7.5,0,1,0,75,4.1,1,1,72,65,1
35,6.9,0,1,0,70,3.9,0,1,79,68,1
29,7.5,1,2,1,84,4.4,0,0,66,73,0
8554,8.1,0,3,2,90,4.8,1,1,78,86,1
8118,7.5,2,3,2,77,4.8,1,1,58,73,1
2171,8.5,1,3,2,83,4.8,1,1,76,87,1
8378,8.4,0,3,0,90,4.8,1,1,80,82,1
5621,7.7,2,3,2,90,4.8,1,1,88,85,1
890,7.6,1,3,1,83,4.8,0,0,82,68,1
6490,6.9,1,1,0,69,4.0,0,1,64,71,0
3323,8.3,2,3,2,70,4.2,1,1,82,68,0
9397,7.6,0,2,0,76,4.1,1,1,70,71,1
3515,7.9,1,1,1,63,4.2,0,0,60,62,0
4421,7.8,1,1,2,82,4.2,1,1,55,86,0
8352,8.3,0,3,2,79,3.7,1,1,68,84,1
5362,8.5,2,3,2,90,4.8,1,1,79,86,1
3734,7.2,1,2,1,79,3.2,0,0,57,72,0
9464,7.4,1,2,0,80,4.1,0,1,64,86,0
7082,8.8,0,3,0,90,4.4,1,1,78,85,0
1655,8.1,1,3,2,81,4.8,0,1,79,82,0
5033,8.2,2,3,2,90,4.8,1,1,75,85,1
224,7.9,2,3,2,90,4.8,1,0,81,78,0
8626,8.4,0,3,0,83,4.0,1,0,77,66,0
6195,8.1,2,3,2,90,4.5,1,1,80,85,1
1591,8.2,1,3,0,84,4.6,1,1,86,81,1
5983,8.8,2,3,2,90,4.7,1,1,86,81,1
3257,7.7,1,3,0,89,4.8,1,1,71,71,1
6681,7.9,0,3,2,90,4.6,1,1,79,88,1
4771,7.4,1,1,0,77,3.8,0,1,55,73,0
2182,8.3,2,3,2,90,4.7,1,0,83,80,1
6804,6.5,1,3,1,83,4.8,1,1,78,69,0
4914,7.5,0,3,2,78,4.2,1,1,81,86,0
6787,7.9,1,3,3,81,4.5,1,1,60,84,1
4790,6.5,1,2,1,74,3.9,0,1,77,71,0
1210,8.3,2,3,0,89,4.6,1,1,86,83,1
422,7.8,1,2,0,82,4.7,1,1,77,67,0
8741,7.3,1,1,0,79,4.5,0,1,55,67,0
1707,8.1,1,3,2,90,4.8,1,1,81,88,1
1159,7.9,1,3,1,84,3.9,1,1,77,85,0
2307,6.5,1,2,2,75,4.1,1,1,66,70,1
274,6.8,1,1,0,73,3.7,0,1,55,65,0
172,6.6,0,3,0,87,4.5,0,0,80,82,0
3957,7.6,1,1,1,77,3.9,0,0,55,59,0
6697,7.8,1,1,0,70,4.0,0,1,55,66,0
3189,7.6,1,1,0,73,4.3,0,1,68,64,0
8133,7.7,2,2,2,90,4.8,1,1,81,88,1
4809,6.8,1,2,2,70,4.0,1,1,62,69,0
8084,7.9,1,1,0,75,4.3,0,0,75,75,1
1565,7.4,1,2,0,82,4.6,1,1,70,88,0
1783,6.5,1,1,1,76,3.8,0,0,55,64,0
844,7.1,1,1,1,72,4.3,0,1,55,65,0
9346,7.1,0,1,1,72,4.4,0,1,55,73,0
4462,8.5,2,3,2,90,4.8,1,1,90,83,1
905,8.2,0,3,0,71,4.7,1,1,76,88,1
5912,8.6,2,3,2,90,4.8,1,1,75,88,1
9951,8.0,1,2,2,90,4.3,1,1,73,64,1
9298,8.0,0,2,1,67,4.1,1,1,74,75,0
1548,8.1,2,3,1,90,4.5,1,1,81,86,1
2081,6.8,0,2,1,76,4.0,0,1,55,65,0
9882,7.5,1,1,0,79,3.2,0,0,57,66,0
3986,6.6,1,3,1,80,4.4,1,1,79,85,1
6390,6.5,1,1,0,86,3.4,0,1,59,65,0
7580,7.1,0,1,0,90,4.5,1,0,79,78,0
9246,8.0,2,3,2,90,4.8,1,1,69,86,1
6568,7.7,2,3,0,90,4.7,1,0,88,78,0
8207,8.4,2,3,0,90,4.8,1,1,80,86,1
3821,6.6,1,1,0,61,4.1,0,1,55,73,0
2647,6.8,1,1,1,65,4.5,0,1,55,62,0
4455,8.2,2,3,2,90,4.5,1,1,74,81,1
7160,8.1,2,1,1,78,4.4,1,1,77,67,0
8222,6.8,1,3,0,61,4.3,0,0,59,68,0
8597,8.0,0,3,2,76,4.8,1,1,80,84,1
9590,6.5,1,2,0,68,4.2,1,1,70,64,0
6072,7.5,0,2,0,68,4.1,1,1,69,58,0
2156,8.4,2,3,2,90,4.8,1,0,72,85,1
6713,8.3,2,1,0,89,4.6,0,0,74,77,1
3716,7.6,0,1,0,72,4.0,0,0,56,68,0
4058,8.1,1,3,2,82,4.7,1,1,78,66,1
5953,7.7,1,3,1,89,4.8,1,1,88,83,1
3103,7.6,1,1,1,81,4.5,0,1,63,67,0
559,8.6,1,3,2,90,4.8,1,1,90,88,1
4611,6.5,2,1,2,80,4.6,1,0,57,66,1
6979,7.6,0,2,0,74,4.1,0,1,67,73,0
1437,7.0,1,1,0,69,3.7,0,0,61,69,0
508,6.9,2,1,0,67,4.0,1,0,59,61,0
1870,8.7,2,3,2,90,4.6,1,1,75,86,1
756,7.8,1,2,3,87,4.4,1,1,75,84,0
5420,7.5,0,2,0,79,3.7,0,0,78,85,1
4051,6.6,1,1,0,76,4.0,0,0,57,58,0
8090,8.2,2,3,2,90,4.4,1,1,88,87,1
3837,7.5,0,2,0,76,4.2,1,1,55,73,0
2119,8.0,1,1,2,84,4.6,1,0,76,84,1
6153,7.6,1,2,2,79,4.1,0,0,62,67,0
7809,7.4,1,1,1,79,4.4,1,1,66,65,0
502,6.8,1,1,2,74,4.2,1,0,77,84,0
6260,7.4,1,2,2,69,3.8,0,1,57,67,0
9744,7.5,1,1,1,75,3.9,0,0,55,65,0
1540,7.5,1,2,1,78,4.8,0,1,55,62,0
6142,7.0,1,1,1,74,4.4,1,1,78,71,1
1212,8.1,1,2,1,72,4.2,0,1,71,85,0
9123,8.4,2,1,0,90,4.6,1,1,72,82,0
673,8.8,1,3,2,83,4.8,1,1,72,84,1
3378,7.6,0,3,0,90,4.8,1,1,85,83,1
8784,8.3,1,3,0,90,4.7,1,1,71,86,1
1465,7.6,1,1,0,75,3.9,1,1,80,75,0
1193,7.6,1,1,1,77,4.5,0,0,82,64,0
6985,8.2,2,2,0,90,4.2,0,1,71,85,1
1873,6.9,1,3,1,78,4.4,1,1,79,78,0
3591,8.4,1,1,3,89,4.4,1,1,72,71,1
6727,7.6,1,2,1,75,4.2,0,1,70,81,0
506,7.3,0,3,2,77,4.6,1,1,72,88,1
8119,7.2,0,2,0,69,4.1,1,1,71,83,0
507,6.6,2,3,1,72,4.6,1,0,56,57,0
9450,8.4,2,3,2,90,4.8,1,1,76,86,1
7132,7.3,1,3,0,81,4.8,1,1,56,66,1
4808,6.5,1,1,1,68,4.7,0,0,59,73,0
7304,7.6,0,2,0,61,3.8,0,1,55,67,0
1774,8.5,1,3,1,72,4.5,1,1,57,84,0
6855,7.4,1,2,1,82,4.5,0,1,59,66,0
4907,7.8,2,3,2,90,4.8,1,1,71,84,1
798,8.4,1,2,2,75,4.1,1,1,55,73,0
8786,8.4,0,3,2,75,4.8,1,1,55,63,0
7071,8.0,1,3,2,78,4.2,1,0,78,85,0
2830,8.4,2,2,2,77,4.8,1,1,71,84,1
9320,8.6,0,3,2,83,4.8,1,1,73,87,1
8738,7.3,1,1,0,71,4.4,0,0,55,74,1
313,8.2,2,3,2,90,4.6,1,1,77,88,1
747,7.9,1,1,1,65,4.3,0,0,57,80,0
3570,8.3,2,3,2,90,4.8,1,1,81,86,1
791,8.3,1,3,3,86,4.8,1,1,81,86,1
2477,7.6,1,1,2,67,3.8,0,1,57,70,1
9326,7.4,0,2,0,80,4.2,0,1,67,73,0
2571,7.1,1,1,0,74,4.7,1,0,78,70,0
5287,6.5,1,1,0,71,3.6,0,0,55,65,0
5216,7.5,1,2,1,76,3.8,0,0,55,63,0
2164,6.5,1,1,0,68,3.8,0,0,59,65,0
6578,7.6,0,1,0,78,4.8,0,0,78,63,0
8450,8.4,2,3,3,89,4.6,1,1,77,85,1
381,6.5,1,2,1,65,4.0,1,1,66,69,0
8509,7.3,1,1,0,80,3.6,1,1,78,80,1
1293,8.0,0,3,2,90,4.8,1,1,81,83,1
1913,7.8,0,3,0,84,3.8,1,1,59,71,0
600,7.6,1,2,1,85,4.6,0,0,90,79,0
3893,7.4,1,1,2,86,4.6,1,0,88,86,0
4142,7.0,0,1,2,86,4.7,0,1,68,82,1
1653,7.6,2,3,2,90,4.8,1,0,76,85,1
5225,8.9,2,3,2,86,4.8,1,1,79,87,1
1894,8.2,1,1,1,71,3.5,0,0,56,65,0
1945,6.5,0,1,1,81,4.0,0,1,55,67,0
3396,8.5,2,3,2,88,4.6,1,0,68,87,1
5480,6.8,1,1,1,80,4.3,1,1,55,66,1
9770,7.7,0,2,1,66,4.3,1,1,68,67,0
376,7.2,1,1,0,85,3.5,0,1,84,70,0
1967,6.6,1,1,1,72,4.0,0,0,58,63,0
3958,7.7,1,3,0,82,3.8,1,1,63,67,0
7136,7.4,1,1,1,79,4.3,1,1,61,68,0
7479,7.7,0,2,0,72,4.5,0,1,63,87,0
4506,7.0,1,3,0,90,4.2,0,1,72,84,1
9581,8.0,2,3,2,86,4.8,1,0,80,68,0
5289,7.8,1,1,0,61,4.1,0,0,57,67,0
1472,8.2,1,2,1,83,4.7,0,1,71,72,1
3347,6.5,1,2,0,72,4.1,0,0,55,70,0
6254,7.5,1,2,0,81,3.6,1,1,71,87,1
2854,7.3,1,1,0,66,3.8,0,0,60,73,0
8989,8.5,1,1,1,77,4.5,1,1,57,66,0
9776,6.6,1,1,1,85,3.4,0,0,55,66,1
6460,7.4,1,1,1,71,4.3,1,1,63,69,0
4063,6.6,1,3,1,74,4.5,1,1,76,71,0
5864,6.6,0,2,0,83,4.8,1,1,82,88,1
4307,8.3,2,3,3,83,4.6,1,0,78,85,1
4878,7.7,1,1,0,86,4.1,0,1,55,70,0
7250,6.5,1,1,1,62,3.5,0,0,55,73,0
5274,6.5,1,1,0,76,4.5,1,1,55,65,1
3991,7.9,2,1,2,90,4.5,1,0,74,79,0
1050,8.5,1,3,2,88,4.2,1,1,87,88,1
6176,6.5,1,1,2,85,4.5,1,1,73,67,1
6927,6.6,1,3,2,86,4.4,1,1,57,88,1
7865,6.5,1,1,1,69,4.3,0,0,55,69,0
2036,6.5,0,1,1,73,3.5,0,0,85,64,0
4040,7.6,1,3,3,75,4.8,1,1,78,84,1
6876,7.4,0,2,0,65,4.4,0,1,58,68,0
9355,8.8,2,2,2,90,4.7,1,0,71,79,1
1973,8.2,1,1,0,75,4.1,1,0,65,70,0
5073,7.4,1,1,1,82,4.1,0,0,60,65,0
2100,8.1,1,3,3,89,4.8,1,1,66,86,1
1500,7.6,0,3,0,77,4.8,1,1,73,74,1
9613,7.6,0,1,0,78,3.2,0,1,55,70,0
653,6.8,0,3,2,89,4.8,1,1,78,69,1
171,8.3,1,2,1,69,3.8,0,1,76,71,0
4086,7.4,1,1,1,74,3.6,0,1,55,70,0
243,7.3,1,2,0,71,4.4,0,1,58,67,0
5711,8.2,0,1,2,81,4.2,1,1,69,67,0
6973,8.0,2,2,2,90,4.8,1,1,84,87,1
2757,8.4,2,3,2,90,4.8,1,1,81,81,1
6885,7.4,1,1,0,75,4.3,0,0,55,68,0
5447,8.1,1,3,0,78,4.0,1,1,66,82,0
2077,8.4,0,3,2,90,4.7,1,1,82,87,1
4104,7.9,1,3,2,90,4.6,1,1,74,84,0
9560,8.4,2,3,2,90,4.8,1,1,70,85,1
7572,8.4,1,3,2,70,3.8,1,0,75,86,0
9467,6.8,0,1,1,75,4.3,0,0,73,62,0
4895,8.2,1,3,0,90,4.7,1,1,80,80,1
6693,7.4,1,2,2,78,4.4,1,1,82,68,0
8055,7.9,1,2,2,63,3.8,1,1,55,62,0
5390,8.3,1,3,1,67,3.7,1,1,66,68,0
9374,6.5,1,1,1,71,4.3,0,1,55,73,0
8022,7.5,1,1,1,74,3.9,0,1,60,62,0
8605,8.2,1,1,0,69,4.5,0,1,55,70,0
4481,7.5,1,3,0,80,4.3,1,1,73,73,0
8327,7.6,1,2,2,76,4.5,1,1,82,63,1
4079,7.4,1,2,0,71,3.9,0,1,63,70,0
641,6.5,1,1,1,81,4.6,0,0,56,73,0
1271,8.2,0,1,2,86,4.4,1,0,79,72,1
2779,8.2,1,2,2,71,4.4,1,1,73,87,1
9498,7.4,1,1,0,76,4.7,1,1,61,82,1
3862,8.9,1,3,2,90,4.8,1,1,68,85,1
3481,6.7,1,1,0,89,4.6,0,0,55,68,0
1535,8.1,1,1,0,69,3.8,0,0,56,62,0
326,8.6,2,3,2,90,4.8,1,1,75,84,1
2339,8.5,0,3,3,84,4.6,0,1,86,70,0
3981,8.2,2,3,2,90,4.8,1,1,85,80,1
6878,7.9,0,1,0,64,3.6,0,0,55,62,0
4055,7.6,0,1,0,72,4.5,0,0,60,66,0
2238,6.8,0,2,1,89,3.9,0,1,63,61,1
7107,8.4,1,3,2,90,4.8,1,1,72,87,1
9669,7.7,1,1,1,78,3.2,0,0,58,64,0
4746,8.8,1,3,2,89,4.4,1,1,77,76,1
865,8.4,1,3,0,77,4.7,1,1,79,84,1
6204,8.6,0,3,0,82,4.6,1,1,75,88,1
5509,7.4,0,1,0,72,3.7,1,0,68,74,0
7430,8.3,2,3,1,80,4.6,1,0,55,80,0
372,6.5,1,3,2,90,4.0,1,0,85,65,1
6297,7.6,1,2,1,90,3.8,1,1,72,65,0
5552,8.0,2,2,2,89,4.2,1,1,82,84,1
5724,8.4,2,3,2,90,4.8,1,1,84,83,1
5900,8.5,2,3,2,90,4.8,1,1,82,87,1
9288,8.0,2,3,2,90,4.8,1,1,75,88,1
7872,7.8,1,1,0,83,3.8,0,1,69,66,0
2365,8.6,1,3,1,83,4.7,1,1,78,81,1
3214,7.9,1,1,0,76,3.3,1,0,81,77,0
912,8.2,1,3,2,75,4.5,1,1,80,63,0
9048,6.5,1,2,0,84,4.6,1,1,57,66,0
9791,8.5,2,3,2,90,4.8,1,1,76,86,1
7290,6.5,1,2,1,68,4.3,1,1,73,74,0
9959,8.2,2,3,2,90,4.4,1,1,73,85,1
6537,8.6,1,2,2,81,4.3,1,1,79,84,1
9193,7.8,2,3,2,87,4.5,1,0,84,81,1
1424,8.3,0,3,1,84,4.8,1,1,55,88,1
9808,7.7,1,2,0,72,4.2,0,1,68,76,0
480,6.6,1,1,0,73,3.4,0,0,56,69,0
663,8.4,1,2,1,85,4.8,1,1,55,66,1
4477,6.7,2,2,0,65,4.7,0,0,66,62,0
8983,8.2,2,3,2,76,4.8,1,0,71,83,0
8078,8.4,1,2,2,84,4.7,1,1,76,71,0
2989,6.5,1,1,1,60,3.4,0,0,55,68,0
1120,8.4,2,2,2,87,4.7,1,1,56,85,0
2777,7.5,1,1,1,71,4.5,0,0,55,69,0
9836,7.7,0,2,0,71,4.8,1,1,59,69,0
5004,8.2,1,3,0,82,4.1,1,1,85,86,0
6650,8.1,1,3,2,88,4.2,1,1,75,88,0
7255,7.5,0,1,0,76,4.0,0,1,55,86,0
4428,7.8,1,2,0,72,4.4,1,1,55,69,0
7432,8.7,2,3,0,82,4.8,1,1,78,83,1
3982,7.5,1,2,0,86,4.7,1,1,72,87,0
6352,8.7,0,2,0,81,4.7,1,1,57,83,1
2894,7.6,1,3,2,79,4.3,0,1,70,87,0
2670,8.6,2,3,2,90,4.8,1,1,75,78,1
3978,7.7,1,2,1,76,3.8,0,1,59,64,0
5260,8.3,0,2,1,80,3.9,1,1,57,69,0
280,8.7,1,3,2,90,4.8,1,1,69,88,1
6731,8.4,1,2,1,80,4.8,1,1,80,64,0
6105,6.7,1,1,1,71,4.0,0,1,59,66,0
7021,6.6,1,1,0,63,3.8,0,0,59,63,0
1695,7.5,1,1,1,80,4.6,0,0,63,70,0
